WAP11,WAP5,WAP3,WAP1,WAP9,WAP12,WAP8,WAP10,WAP6,WAP7,WAP4,WAP2,WAP14,WAP15,WAP13,LABEL,X,Y,DEVICE,OLD_ROOM_ID,ROOM_ID
-105.0,-105.0,-84.0,-105.0,-90.0,-105.0,-95.0,-72.0,-105.0,-105.0,-91.0,-95.0,-73.0,-97.0,-80.0,46_5_3,18.6,12.5,1F61,46,10
-105.0,-105.0,-84.0,-105.0,-90.0,-105.0,-95.0,-72.0,-105.0,-105.0,-91.0,-95.0,-73.0,-97.0,-80.0,46_5_3,18.6,12.5,1F61,46,10
-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-93.0,-105.0,-81.0,-105.0,-90.0,46_5_3,18.6,12.5,2055,46,10
-105.0,-105.0,-89.0,-105.0,-90.0,-105.0,-105.0,-72.0,-105.0,-105.0,-93.0,-105.0,-81.0,-105.0,-89.0,46_5_3,18.6,12.5,2055,46,10
-105.0,-105.0,-89.0,-105.0,-90.0,-105.0,-105.0,-72.0,-105.0,-105.0,-93.0,-105.0,-81.0,-105.0,-89.0,46_5_3,18.6,12.5,2055,46,10
-105.0,-105.0,-87.0,-105.0,-90.0,-105.0,-105.0,-72.0,-105.0,-105.0,-93.0,-105.0,-78.0,-105.0,-89.0,46_5_3,18.6,12.5,2055,46,10
-105.0,-105.0,-87.0,-105.0,-90.0,-105.0,-105.0,-72.0,-105.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,46_5_3,18.6,12.5,2055,46,10
-105.0,-105.0,-87.0,-105.0,-89.0,-105.0,-105.0,-72.0,-105.0,-105.0,-89.0,-105.0,-78.0,-105.0,-85.0,46_5_3,18.6,12.5,2055,46,10
-105.0,-105.0,-87.0,-105.0,-89.0,-105.0,-105.0,-72.0,-105.0,-105.0,-89.0,-105.0,-78.0,-105.0,-85.0,46_5_3,18.6,12.5,2055,46,10
-105.0,-105.0,-87.0,-105.0,-89.0,-105.0,-105.0,-72.0,-105.0,-105.0,-89.0,-105.0,-78.0,-105.0,-85.0,46_5_3,18.6,12.5,2055,46,10
-105.0,-105.0,-93.0,-105.0,-93.0,-105.0,-105.0,-68.0,-105.0,-105.0,-93.0,-105.0,-80.0,-96.0,-89.0,46_5_3,18.6,12.5,20B5,46,10
-105.0,-105.0,-93.0,-105.0,-93.0,-105.0,-105.0,-68.0,-105.0,-105.0,-93.0,-105.0,-80.0,-96.0,-88.0,46_5_3,18.6,12.5,20B5,46,10
-105.0,-105.0,-93.0,-105.0,-93.0,-105.0,-105.0,-68.0,-105.0,-105.0,-93.0,-105.0,-80.0,-96.0,-88.0,46_5_3,18.6,12.5,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-91.0,-105.0,-105.0,-68.0,-105.0,-105.0,-93.0,-105.0,-77.0,-96.0,-88.0,46_5_3,18.6,12.5,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-91.0,-105.0,-105.0,-68.0,-105.0,-105.0,-92.0,-105.0,-77.0,-96.0,-87.0,46_5_3,18.6,12.5,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-91.0,-105.0,-105.0,-68.0,-105.0,-105.0,-92.0,-105.0,-77.0,-96.0,-87.0,46_5_3,18.6,12.5,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-91.0,-105.0,-105.0,-68.0,-105.0,-105.0,-90.0,-105.0,-77.0,-96.0,-87.0,46_5_3,18.6,12.5,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-89.0,-105.0,-94.0,-68.0,-105.0,-105.0,-90.0,-105.0,-77.0,-96.0,-87.0,46_5_3,18.6,12.5,20B5,46,10
-105.0,-105.0,-97.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-83.0,-105.0,-84.0,46_5_1,18.6,10.2,104D,46,10
-105.0,-105.0,-97.0,-105.0,-95.0,-105.0,-105.0,-93.0,-105.0,-105.0,-94.0,-105.0,-81.0,-105.0,-84.0,46_5_1,18.6,10.2,104D,46,10
-105.0,-105.0,-97.0,-105.0,-95.0,-105.0,-105.0,-93.0,-105.0,-105.0,-94.0,-105.0,-81.0,-105.0,-84.0,46_5_1,18.6,10.2,104D,46,10
-105.0,-105.0,-97.0,-105.0,-95.0,-105.0,-105.0,-87.0,-105.0,-105.0,-94.0,-105.0,-81.0,-105.0,-84.0,46_5_1,18.6,10.2,104D,46,10
-105.0,-105.0,-97.0,-105.0,-95.0,-105.0,-105.0,-87.0,-105.0,-105.0,-94.0,-105.0,-81.0,-105.0,-84.0,46_5_1,18.6,10.2,104D,46,10
-105.0,-105.0,-97.0,-105.0,-95.0,-105.0,-105.0,-87.0,-105.0,-105.0,-94.0,-105.0,-81.0,-105.0,-84.0,46_5_1,18.6,10.2,104D,46,10
-105.0,-105.0,-97.0,-105.0,-95.0,-105.0,-105.0,-87.0,-105.0,-105.0,-94.0,-105.0,-81.0,-105.0,-84.0,46_5_1,18.6,10.2,104D,46,10
-105.0,-105.0,-90.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-98.0,-105.0,-77.0,-105.0,-86.0,46_5_1,18.6,10.2,10B2,46,10
-105.0,-105.0,-90.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-77.0,-105.0,-86.0,46_5_1,18.6,10.2,10B2,46,10
-105.0,-105.0,-90.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-77.0,-105.0,-86.0,46_5_1,18.6,10.2,10B2,46,10
-105.0,-105.0,-90.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-77.0,-105.0,-86.0,46_5_1,18.6,10.2,10B2,46,10
-105.0,-105.0,-90.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-77.0,-105.0,-86.0,46_5_1,18.6,10.2,10B2,46,10
-105.0,-105.0,-90.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-77.0,-105.0,-86.0,46_5_1,18.6,10.2,10B2,46,10
-105.0,-105.0,-90.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-77.0,-105.0,-86.0,46_5_1,18.6,10.2,10B2,46,10
-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-96.0,-105.0,-71.0,-105.0,-91.0,46_5_1,18.6,10.2,10CE,46,10
-105.0,-105.0,-85.0,-105.0,-94.0,-105.0,-105.0,-84.0,-105.0,-105.0,-95.0,-105.0,-71.0,-105.0,-87.0,46_5_1,18.6,10.2,10CE,46,10
-105.0,-105.0,-85.0,-105.0,-94.0,-105.0,-105.0,-84.0,-105.0,-105.0,-95.0,-105.0,-71.0,-105.0,-87.0,46_5_1,18.6,10.2,10CE,46,10
-105.0,-105.0,-85.0,-105.0,-94.0,-105.0,-105.0,-84.0,-105.0,-105.0,-95.0,-105.0,-71.0,-105.0,-87.0,46_5_1,18.6,10.2,10CE,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-84.0,-105.0,-105.0,-94.0,-105.0,-71.0,-105.0,-87.0,46_5_1,18.6,10.2,10CE,46,10
-105.0,-105.0,-85.0,-105.0,-91.0,-105.0,-105.0,-84.0,-105.0,-105.0,-94.0,-105.0,-71.0,-105.0,-85.0,46_5_1,18.6,10.2,10CE,46,10
-105.0,-105.0,-85.0,-105.0,-91.0,-105.0,-105.0,-83.0,-105.0,-105.0,-94.0,-105.0,-71.0,-105.0,-85.0,46_5_1,18.6,10.2,10CE,46,10
-105.0,-105.0,-85.0,-105.0,-91.0,-105.0,-105.0,-83.0,-105.0,-105.0,-94.0,-105.0,-71.0,-105.0,-85.0,46_5_1,18.6,10.2,10CE,46,10
-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-96.0,-105.0,-75.0,-105.0,-83.0,46_5_1,18.6,10.2,1210,46,10
-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-95.0,-105.0,-75.0,-105.0,-83.0,46_5_1,18.6,10.2,1210,46,10
-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-95.0,-105.0,-75.0,-105.0,-83.0,46_5_1,18.6,10.2,1210,46,10
-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-93.0,-105.0,-75.0,-105.0,-83.0,46_5_1,18.6,10.2,1210,46,10
-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-93.0,-105.0,-75.0,-105.0,-83.0,46_5_1,18.6,10.2,1210,46,10
-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-93.0,-105.0,-75.0,-105.0,-83.0,46_5_1,18.6,10.2,1210,46,10
-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-93.0,-105.0,-75.0,-105.0,-83.0,46_5_1,18.6,10.2,1210,46,10
-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-91.0,-105.0,-75.0,-105.0,-83.0,46_5_1,18.6,10.2,1210,46,10
-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-91.0,-105.0,-75.0,-105.0,-83.0,46_5_1,18.6,10.2,1210,46,10
-105.0,-105.0,-81.0,-105.0,-94.0,-105.0,-105.0,-82.0,-105.0,-105.0,-99.0,-105.0,-76.0,-105.0,-85.0,46_5_1,18.6,10.2,1211,46,10
-105.0,-105.0,-80.0,-105.0,-90.0,-105.0,-105.0,-82.0,-105.0,-105.0,-96.0,-105.0,-74.0,-105.0,-85.0,46_5_1,18.6,10.2,1211,46,10
-105.0,-105.0,-80.0,-105.0,-90.0,-105.0,-105.0,-82.0,-105.0,-105.0,-96.0,-105.0,-74.0,-105.0,-85.0,46_5_1,18.6,10.2,1211,46,10
-105.0,-105.0,-80.0,-105.0,-90.0,-105.0,-105.0,-82.0,-105.0,-105.0,-96.0,-105.0,-74.0,-105.0,-85.0,46_5_1,18.6,10.2,1211,46,10
-105.0,-105.0,-80.0,-105.0,-90.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-74.0,-105.0,-84.0,46_5_1,18.6,10.2,1211,46,10
-105.0,-105.0,-79.0,-105.0,-89.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-74.0,-105.0,-84.0,46_5_1,18.6,10.2,1211,46,10
-105.0,-105.0,-79.0,-105.0,-89.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-74.0,-105.0,-84.0,46_5_1,18.6,10.2,1211,46,10
-105.0,-105.0,-79.0,-105.0,-89.0,-105.0,-105.0,-80.0,-105.0,-105.0,-95.0,-105.0,-74.0,-105.0,-84.0,46_5_1,18.6,10.2,1211,46,10
-105.0,-105.0,-79.0,-105.0,-89.0,-105.0,-105.0,-80.0,-105.0,-105.0,-95.0,-105.0,-74.0,-105.0,-84.0,46_5_1,18.6,10.2,1211,46,10
-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-89.0,46_5_1,18.6,10.2,1212,46,10
-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-89.0,46_5_1,18.6,10.2,1212,46,10
-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-89.0,46_5_1,18.6,10.2,1212,46,10
-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-89.0,46_5_1,18.6,10.2,1212,46,10
-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-89.0,46_5_1,18.6,10.2,1212,46,10
-105.0,-105.0,-81.0,-105.0,-92.0,-105.0,-105.0,-85.0,-105.0,-105.0,-96.0,-105.0,-79.0,-105.0,-85.0,46_5_1,18.6,10.2,121B,46,10
-105.0,-105.0,-81.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-75.0,-105.0,-85.0,46_5_1,18.6,10.2,121B,46,10
-105.0,-105.0,-81.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-75.0,-105.0,-85.0,46_5_1,18.6,10.2,121B,46,10
-105.0,-105.0,-81.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-75.0,-105.0,-85.0,46_5_1,18.6,10.2,121B,46,10
-105.0,-105.0,-80.0,-105.0,-89.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-75.0,-105.0,-85.0,46_5_1,18.6,10.2,121B,46,10
-105.0,-105.0,-80.0,-105.0,-89.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-75.0,-105.0,-85.0,46_5_1,18.6,10.2,121B,46,10
-105.0,-105.0,-80.0,-105.0,-89.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-75.0,-105.0,-85.0,46_5_1,18.6,10.2,121B,46,10
-105.0,-105.0,-80.0,-105.0,-89.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-75.0,-105.0,-85.0,46_5_1,18.6,10.2,121B,46,10
-105.0,-105.0,-80.0,-105.0,-89.0,-105.0,-105.0,-80.0,-105.0,-105.0,-96.0,-105.0,-75.0,-105.0,-85.0,46_5_1,18.6,10.2,121B,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-105.0,-83.0,-105.0,-105.0,-94.0,-105.0,-76.0,-105.0,-83.0,46_5_1,18.6,10.2,121D,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-105.0,-83.0,-105.0,-105.0,-94.0,-105.0,-76.0,-105.0,-83.0,46_5_1,18.6,10.2,121D,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-105.0,-83.0,-105.0,-105.0,-94.0,-105.0,-76.0,-105.0,-83.0,46_5_1,18.6,10.2,121D,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-83.0,-105.0,-105.0,-94.0,-105.0,-76.0,-105.0,-83.0,46_5_1,18.6,10.2,121D,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-83.0,-105.0,-105.0,-94.0,-105.0,-76.0,-105.0,-83.0,46_5_1,18.6,10.2,121D,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-83.0,-105.0,-105.0,-94.0,-105.0,-76.0,-105.0,-83.0,46_5_1,18.6,10.2,121D,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-83.0,-105.0,-105.0,-94.0,-105.0,-76.0,-105.0,-83.0,46_5_1,18.6,10.2,121D,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-83.0,-105.0,-105.0,-93.0,-105.0,-76.0,-105.0,-83.0,46_5_1,18.6,10.2,121D,46,10
-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-86.0,-105.0,-105.0,-94.0,-105.0,-75.0,-105.0,-84.0,46_5_1,18.6,10.2,1F61,46,10
-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-86.0,-105.0,-105.0,-94.0,-105.0,-75.0,-105.0,-84.0,46_5_1,18.6,10.2,1F61,46,10
-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-86.0,-105.0,-105.0,-94.0,-105.0,-75.0,-105.0,-84.0,46_5_1,18.6,10.2,1F61,46,10
-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-81.0,-105.0,-105.0,-94.0,-105.0,-75.0,-105.0,-84.0,46_5_1,18.6,10.2,1F61,46,10
-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-81.0,-105.0,-105.0,-94.0,-105.0,-72.0,-105.0,-84.0,46_5_1,18.6,10.2,1F61,46,10
-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-81.0,-105.0,-105.0,-94.0,-105.0,-72.0,-105.0,-84.0,46_5_1,18.6,10.2,1F61,46,10
-105.0,-105.0,-85.0,-105.0,-94.0,-105.0,-105.0,-81.0,-105.0,-105.0,-94.0,-105.0,-72.0,-105.0,-84.0,46_5_1,18.6,10.2,1F61,46,10
-105.0,-105.0,-84.0,-105.0,-94.0,-105.0,-105.0,-81.0,-105.0,-105.0,-94.0,-105.0,-72.0,-105.0,-84.0,46_5_1,18.6,10.2,1F61,46,10
-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-87.0,46_5_1,18.6,10.2,2055,46,10
-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-86.0,46_5_1,18.6,10.2,2055,46,10
-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-86.0,46_5_1,18.6,10.2,2055,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-92.0,-105.0,-75.0,-105.0,-86.0,46_5_1,18.6,10.2,2055,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-91.0,-105.0,-72.0,-105.0,-86.0,46_5_1,18.6,10.2,2055,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-91.0,-105.0,-72.0,-105.0,-86.0,46_5_1,18.6,10.2,2055,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-91.0,-105.0,-72.0,-105.0,-86.0,46_5_1,18.6,10.2,2055,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-91.0,-105.0,-72.0,-105.0,-86.0,46_5_1,18.6,10.2,2055,46,10
-105.0,-105.0,-85.0,-105.0,-92.0,-105.0,-105.0,-80.0,-105.0,-105.0,-91.0,-105.0,-72.0,-105.0,-86.0,46_5_1,18.6,10.2,2055,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-94.0,-85.0,-105.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,46_5_1,18.6,10.2,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-94.0,-84.0,-105.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,46_5_1,18.6,10.2,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-94.0,-84.0,-105.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,46_5_1,18.6,10.2,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-94.0,-84.0,-105.0,-105.0,-93.0,-105.0,-77.0,-105.0,-88.0,46_5_1,18.6,10.2,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-94.0,-84.0,-105.0,-105.0,-93.0,-105.0,-77.0,-105.0,-88.0,46_5_1,18.6,10.2,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-94.0,-81.0,-105.0,-105.0,-93.0,-105.0,-77.0,-105.0,-88.0,46_5_1,18.6,10.2,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-94.0,-81.0,-105.0,-105.0,-93.0,-105.0,-77.0,-105.0,-88.0,46_5_1,18.6,10.2,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-94.0,-81.0,-105.0,-105.0,-92.0,-105.0,-76.0,-105.0,-88.0,46_5_1,18.6,10.2,20B5,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-94.0,-81.0,-105.0,-105.0,-92.0,-105.0,-76.0,-105.0,-88.0,46_5_1,18.6,10.2,20B5,46,10
-105.0,-105.0,-85.0,-105.0,-87.0,-105.0,-105.0,-73.0,-105.0,-105.0,-94.0,-105.0,-78.0,-105.0,-85.0,46_7_5,20.6,14.8,104D,46,10
-105.0,-105.0,-85.0,-105.0,-87.0,-105.0,-95.0,-71.0,-105.0,-105.0,-89.0,-96.0,-76.0,-105.0,-85.0,46_7_5,20.6,14.8,104D,46,10
-105.0,-105.0,-85.0,-105.0,-87.0,-105.0,-93.0,-71.0,-105.0,-105.0,-89.0,-96.0,-73.0,-95.0,-83.0,46_7_5,20.6,14.8,104D,46,10
-105.0,-105.0,-85.0,-105.0,-87.0,-105.0,-93.0,-71.0,-105.0,-105.0,-89.0,-96.0,-73.0,-95.0,-83.0,46_7_5,20.6,14.8,104D,46,10
-105.0,-105.0,-85.0,-105.0,-87.0,-105.0,-93.0,-71.0,-105.0,-105.0,-89.0,-96.0,-72.0,-95.0,-83.0,46_7_5,20.6,14.8,104D,46,10
-105.0,-105.0,-85.0,-105.0,-87.0,-105.0,-93.0,-71.0,-105.0,-105.0,-89.0,-96.0,-72.0,-95.0,-83.0,46_7_5,20.6,14.8,104D,46,10
-105.0,-105.0,-85.0,-105.0,-87.0,-105.0,-93.0,-71.0,-105.0,-105.0,-89.0,-96.0,-72.0,-95.0,-83.0,46_7_5,20.6,14.8,104D,46,10
-105.0,-105.0,-85.0,-105.0,-87.0,-105.0,-93.0,-71.0,-105.0,-105.0,-89.0,-96.0,-72.0,-95.0,-83.0,46_7_5,20.6,14.8,104D,46,10
-105.0,-105.0,-85.0,-105.0,-87.0,-105.0,-93.0,-71.0,-105.0,-105.0,-89.0,-96.0,-72.0,-95.0,-83.0,46_7_5,20.6,14.8,104D,46,10
-105.0,-105.0,-85.0,-105.0,-87.0,-105.0,-93.0,-71.0,-105.0,-105.0,-89.0,-96.0,-72.0,-95.0,-83.0,46_7_5,20.6,14.8,104D,46,10
-105.0,-105.0,-94.0,-105.0,-94.0,-105.0,-94.0,-68.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-86.0,46_7_5,20.6,14.8,10B2,46,10
-105.0,-105.0,-87.0,-105.0,-89.0,-105.0,-94.0,-67.0,-105.0,-105.0,-94.0,-105.0,-78.0,-105.0,-86.0,46_7_5,20.6,14.8,10B2,46,10
-105.0,-105.0,-87.0,-105.0,-86.0,-105.0,-94.0,-67.0,-105.0,-105.0,-94.0,-105.0,-78.0,-105.0,-86.0,46_7_5,20.6,14.8,10B2,46,10
-105.0,-105.0,-87.0,-105.0,-86.0,-105.0,-94.0,-67.0,-105.0,-105.0,-94.0,-105.0,-78.0,-105.0,-86.0,46_7_5,20.6,14.8,10B2,46,10
-105.0,-105.0,-87.0,-105.0,-85.0,-105.0,-94.0,-67.0,-105.0,-105.0,-94.0,-105.0,-78.0,-105.0,-86.0,46_7_5,20.6,14.8,10B2,46,10
-105.0,-105.0,-87.0,-105.0,-85.0,-105.0,-94.0,-67.0,-105.0,-105.0,-94.0,-105.0,-78.0,-105.0,-86.0,46_7_5,20.6,14.8,10B2,46,10
-105.0,-105.0,-87.0,-105.0,-85.0,-105.0,-94.0,-67.0,-105.0,-105.0,-94.0,-105.0,-78.0,-105.0,-86.0,46_7_5,20.6,14.8,10B2,46,10
-105.0,-105.0,-87.0,-105.0,-85.0,-105.0,-94.0,-67.0,-105.0,-105.0,-94.0,-105.0,-78.0,-105.0,-86.0,46_7_5,20.6,14.8,10B2,46,10
-105.0,-105.0,-87.0,-105.0,-85.0,-105.0,-94.0,-67.0,-105.0,-105.0,-94.0,-105.0,-78.0,-105.0,-86.0,46_7_5,20.6,14.8,10B2,46,10
-105.0,-105.0,-87.0,-105.0,-85.0,-105.0,-94.0,-67.0,-105.0,-105.0,-94.0,-105.0,-78.0,-105.0,-86.0,46_7_5,20.6,14.8,10B2,46,10
-105.0,-105.0,-89.0,-105.0,-85.0,-105.0,-105.0,-66.0,-105.0,-105.0,-92.0,-105.0,-81.0,-105.0,-93.0,46_7_5,20.6,14.8,10CE,46,10
-105.0,-105.0,-89.0,-105.0,-85.0,-105.0,-90.0,-66.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-89.0,46_7_5,20.6,14.8,10CE,46,10
-105.0,-105.0,-89.0,-105.0,-85.0,-105.0,-90.0,-66.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-89.0,46_7_5,20.6,14.8,10CE,46,10
-105.0,-105.0,-89.0,-105.0,-85.0,-105.0,-89.0,-66.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-89.0,46_7_5,20.6,14.8,10CE,46,10
-105.0,-105.0,-89.0,-105.0,-84.0,-105.0,-89.0,-66.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-88.0,46_7_5,20.6,14.8,10CE,46,10
-105.0,-105.0,-89.0,-105.0,-84.0,-105.0,-89.0,-66.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-88.0,46_7_5,20.6,14.8,10CE,46,10
-105.0,-105.0,-89.0,-105.0,-84.0,-105.0,-89.0,-66.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-88.0,46_7_5,20.6,14.8,10CE,46,10
-105.0,-105.0,-89.0,-105.0,-84.0,-105.0,-89.0,-66.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-88.0,46_7_5,20.6,14.8,10CE,46,10
-105.0,-105.0,-89.0,-105.0,-84.0,-105.0,-89.0,-66.0,-105.0,-105.0,-92.0,-105.0,-78.0,-105.0,-88.0,46_7_5,20.6,14.8,10CE,46,10
-105.0,-105.0,-90.0,-105.0,-94.0,-105.0,-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-91.0,46_7_5,20.6,14.8,1210,46,10
-105.0,-105.0,-89.0,-105.0,-94.0,-105.0,-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-91.0,46_7_5,20.6,14.8,1210,46,10
-105.0,-105.0,-89.0,-105.0,-94.0,-105.0,-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-91.0,46_7_5,20.6,14.8,1210,46,10
-105.0,-105.0,-87.0,-105.0,-94.0,-105.0,-105.0,-67.0,-105.0,-105.0,-96.0,-105.0,-76.0,-105.0,-91.0,46_7_5,20.6,14.8,1210,46,10
-105.0,-105.0,-87.0,-105.0,-94.0,-105.0,-105.0,-67.0,-105.0,-105.0,-95.0,-105.0,-76.0,-105.0,-91.0,46_7_5,20.6,14.8,1210,46,10
-105.0,-105.0,-87.0,-105.0,-94.0,-105.0,-105.0,-67.0,-105.0,-105.0,-95.0,-105.0,-76.0,-105.0,-91.0,46_7_5,20.6,14.8,1210,46,10
-105.0,-105.0,-87.0,-105.0,-94.0,-105.0,-105.0,-67.0,-105.0,-105.0,-95.0,-105.0,-76.0,-105.0,-91.0,46_7_5,20.6,14.8,1210,46,10
-105.0,-105.0,-87.0,-105.0,-94.0,-105.0,-105.0,-67.0,-105.0,-105.0,-95.0,-105.0,-76.0,-105.0,-91.0,46_7_5,20.6,14.8,1210,46,10
-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-105.0,-67.0,-105.0,-105.0,-95.0,-105.0,-76.0,-105.0,-91.0,46_7_5,20.6,14.8,1210,46,10
